Job Title,Salary Estimate,Rating,Company Name,Location,Size,Sector,Revenue
Data Scientist,$93K-$151K (Glassdoor est.),4.7,"Capax Global
4.7","Philadelphia, PA",51 to 200 employees,Information Technology,$25 to $50 million (USD)
Data Analyst,$93K-$151K (Glassdoor est.),3.6,"Central Health
3.6","Austin, TX",51 to 200 employees,Health Care,$5 to $10 million (USD)
Data Analyst (Remote),$93K-$151K (Glassdoor est.),4.9,"Cypress HCM
4.9","Austin, TX",51 to 200 employees,Business Services,Unknown / Non-Applicable
EDI Data Analyst,$93K-$151K (Glassdoor est.),4.7,"KGS
4.7","Austin, TX",51 to 200 employees,Finance,$10 to $25 million (USD)
Data Analyst,$93K-$151K (Glassdoor est.),4.3,"Lightspeed Systems
4.3","Austin, TX",51 to 200 employees,Information Technology,$25 to $50 million (USD)
Data Engineer,$93K-$151K (Glassdoor est.),5,"Maestro Technologies
5.0","Wilmington, DE",51 to 200 employees,Information Technology,$5 to $10 million (USD)
Quantitative Research Analyst,$93K-$151K (Glassdoor est.),4.6,"STEVENS CAPITAL MANAGEMENT
4.6","Philadelphia, PA",51 to 200 employees,Finance,Unknown / Non-Applicable
Data Scientist,$93K-$151K (Glassdoor est.),3.7,"Veritis Group
3.7","Philadelphia, PA",51 to 200 employees,Consumer Services,Less than $1 million (USD)
Quantitative Research Analyst Internship,$93K-$151K (Glassdoor est.),3.7,"American Economic Association
3.7","Philadelphia, PA",Unknown,Finance,$25 to $50 million (USD)
Data Scientist,$94K-$151K (Glassdoor est.),,GradTests (gradtests.com),"Phoenix, AZ",,,
Data Scientist,$94K-$151K (Glassdoor est.),,Youth Power Technosoft LLC.,"Phoenix, AZ",,,
Data Scientist,$94K-$151K (Glassdoor est.),4.9,"Freestar
4.9","Phoenix, AZ",1 to 50 employees,Business Services,$25 to $50 million (USD)
Data Scientist,$94K-$151K (Glassdoor est.),4.6,"Headfarmer
4.6","Phoenix, AZ",1 to 50 employees,,Unknown / Non-Applicable
Data Scientist,$94K-$151K (Glassdoor est.),4.4,"Softcom Systems
4.4","Phoenix, AZ",1 to 50 employees,Information Technology,$1 to $5 million (USD)
Federal - Data Scientist,$94K-$151K (Glassdoor est.),4.2,"Solekai Systems Corp
4.2","Phoenix, AZ",1 to 50 employees,Information Technology,$10 to $25 million (USD)
Data Scientist - Nationwide Opportunities,$94K-$151K (Glassdoor est.),3.9,"Amazon
3.9","Phoenix, AZ",10000+ employees,Information Technology,$10+ billion (USD)
Data Scientist,$94K-$151K (Glassdoor est.),3.9,"Amazon
3.9","Tempe, AZ",10000+ employees,Information Technology,$10+ billion (USD)
Principal Data Scientist,$94K-$151K (Glassdoor est.),4,"Discount Tire
4.0","Scottsdale, AZ",10000+ employees,Retail,$2 to $5 billion (USD)
Data Scientist 2,$94K-$151K (Glassdoor est.),3.6,"Humana
3.6","Phoenix, AZ",10000+ employees,Insurance,$10+ billion (USD)
Statistician (Data Scientist) *12 month Roster* *Direct Hire*,$94K-$151K (Glassdoor est.),3.5,"Internal Revenue Service
3.5","Phoenix, AZ",10000+ employees,Government,Unknown / Non-Applicable
Data Analyst,$94K-$151K (Glassdoor est.),3.1,"MUFG
3.1","Tempe, AZ",10000+ employees,Finance,$10+ billion (USD)
ETL/Data Engineer I (datastage),$94K-$151K (Glassdoor est.),3.6,"USAA
3.6","Phoenix, AZ",10000+ employees,Insurance,$10+ billion (USD)
Health Analytics Data Scientist,$94K-$151K (Glassdoor est.),3.1,"Berkeley Research Group, LLC
3.1","Phoenix, AZ",1001 to 5000 employees,Business Services,Unknown / Non-Applicable
Human Factors Scientist,$94K-$151K (Glassdoor est.),3.5,"Exponent
3.5","Phoenix, AZ",1001 to 5000 employees,Business Services,$100 to $500 million (USD)
Associate Data Scientist,$94K-$151K (Glassdoor est.),3.7,"Impetus Technologies
3.7","Phoenix, AZ",1001 to 5000 employees,Information Technology,Unknown / Non-Applicable
Data Engineer,$94K-$151K (Glassdoor est.),4.8,"Zoom
4.8","Phoenix, AZ",1001 to 5000 employees,Information Technology,Unknown / Non-Applicable
Data Scientist - Customer Success,$94K-$151K (Glassdoor est.),4.8,"Zoom Video Communications
4.8","Phoenix, AZ",1001 to 5000 employees,Information Technology,Unknown / Non-Applicable
Data Scientist,$94K-$151K (Glassdoor est.),4.2,"CyberCoders
4.2","Phoenix, AZ",201 to 500 employees,Business Services,$100 to $500 million (USD)
Data Scientist,$94K-$151K (Glassdoor est.),4,"GTN Technical Staffing
4.0","Scottsdale, AZ",201 to 500 employees,Business Services,$25 to $50 million (USD)
Senior Data Analyst,$94K-$151K (Glassdoor est.),4.4,"Integrate
4.4","Phoenix, AZ",201 to 500 employees,Information Technology,$25 to $50 million (USD)
Data Scientist,$94K-$151K (Glassdoor est.),4.4,"Offerpad
4.4","Chandler, AZ",201 to 500 employees,Real Estate,Unknown / Non-Applicable
Data & Analytics Consultant,$94K-$151K (Glassdoor est.),4.6,"SEI
4.6","Phoenix, AZ",201 to 500 employees,Business Services,$50 to $100 million (USD)
SQL Developer/Data Analyst,$94K-$151K (Glassdoor est.),3.7,"Corbins Electric
3.7","Phoenix, AZ",501 to 1000 employees,"Construction, Repair & Maintenance",$100 to $500 million (USD)
Data Scientist,$94K-$151K (Glassdoor est.),3.3,"fulcrum worldwide
3.3","Tempe, AZ",501 to 1000 employees,Information Technology,$25 to $50 million (USD)
Machine Learning Engineer,$94K-$151K (Glassdoor est.),3.8,"IntraEdge
3.8","Phoenix, AZ",501 to 1000 employees,Information Technology,$50 to $100 million (USD)
Data Scientist,$94K-$151K (Glassdoor est.),3.3,"Vaco Technology
3.3","Scottsdale, AZ",501 to 1000 employees,Business Services,$500 million to $1 billion (USD)
Data Scientist / Statistician,$94K-$151K (Glassdoor est.),2.8,"Scientific Technologies Corporation
2.8","Phoenix, AZ",51 to 200 employees,Information Technology,$25 to $50 million (USD)
Data Scientist,$94K-$151K (Glassdoor est.),4.3,"Soaren Management
4.3","Scottsdale, AZ",51 to 200 employees,Finance,Unknown / Non-Applicable
Data Scientist with Python,$94K-$151K (Glassdoor est.),4.1,"Sysmind LLC
4.1","Phoenix, AZ",51 to 200 employees,Information Technology,$25 to $50 million (USD)
Associate Scientist: Microbiology,$94K-$166K (Glassdoor est.),,Eurofins USA BioPharma Services,"Philadelphia, PA",,,
Associate Scientist Process Development Research,$94K-$166K (Glassdoor est.),5,"Carisma Therapeutics
5.0","Philadelphia, PA",1 to 50 employees,,Unknown / Non-Applicable
Field Application Scientist - Mid-Atlantic,$94K-$166K (Glassdoor est.),4.5,"IsoPlexis
4.5","Philadelphia, PA",1 to 50 employees,,Less than $1 million (USD)
Senior Data Engineer,$94K-$166K (Glassdoor est.),3.3,"Aetna
3.3","Blue Bell, PA",10000+ employees,Insurance,$10+ billion (USD)
Scientist - HLA Lab Supervisor,$94K-$166K (Glassdoor est.),3.2,"American Red Cross
3.2","Philadelphia, PA",10000+ employees,Non-Profit,$2 to $5 billion (USD)
Future Opportunity: Data Engineer,$94K-$166K (Glassdoor est.),3.9,"AVANADE
3.9","Philadelphia, PA",10000+ employees,Information Technology,$2 to $5 billion (USD)
Data Engineer (Contract),$94K-$166K (Glassdoor est.),3.8,"Capgemini
3.8","Malvern, PA",10000+ employees,Information Technology,$10+ billion (USD)
Data Engineer,$94K-$166K (Glassdoor est.),3.9,"GSK
3.9","King of Prussia, PA",10000+ employees,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Engineer - Enterprise Data Analytics Platform,$94K-$166K (Glassdoor est.),3.9,"GSK
3.9","Philadelphia, PA",10000+ employees,Biotech & Pharmaceuticals,$10+ billion (USD)
Field Application Scientist BioTherapeutics,$94K-$166K (Glassdoor est.),3.2,"Perkinelmer
3.2","Philadelphia, PA",10000+ employees,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Intellectual Property Scientist,$94K-$166K (Glassdoor est.),4.3,"University of Pennsylvania
4.3","Philadelphia, PA",10000+ employees,Education,Unknown / Non-Applicable
Senior Marketing Data Scientist II,$94K-$166K (Glassdoor est.),3.2,"Vanguard
3.2","Malvern, PA",10000+ employees,Finance,Unknown / Non-Applicable
Lead Data Scientist,$94K-$166K (Glassdoor est.),3.2,"Vanguard
3.2","Malvern, PA",10000+ employees,Finance,Unknown / Non-Applicable
Data Analyst,$94K-$166K (Glassdoor est.),4.4,"Contemporary Staffing Solutions
4.4","Philadelphia, PA",1001 to 5000 employees,Business Services,$100 to $500 million (USD)
Data Analyst Supporting the FBI #2088,$94K-$166K (Glassdoor est.),2.8,"Forfeiture Support Associates
2.8","Philadelphia, PA",1001 to 5000 employees,Business Services,$50 to $100 million (USD)
Sr Decision Scientist,$94K-$166K (Glassdoor est.),3.8,"Grubhub
3.8","Philadelphia, PA",1001 to 5000 employees,Information Technology,$100 to $500 million (USD)
"Clinical Scientist, Neuroscience (Director level)",$94K-$166K (Glassdoor est.),3.6,"Jazz Pharma
3.6","Philadelphia, PA",1001 to 5000 employees,Biotech & Pharmaceuticals,$1 to $2 billion (USD)
Quantitative Research Analyst - Experienced Hire,$94K-$166K (Glassdoor est.),3.6,"Susquehanna International Group
3.6","Bala Cynwyd, PA",1001 to 5000 employees,Finance,Unknown / Non-Applicable
"Data Science, Machine Learning & AI Consultant",$94K-$166K (Glassdoor est.),3.1,"Data-Core System, Inc.
3.1","Philadelphia, PA",201 to 500 employees,Information Technology,$25 to $50 million (USD)
"Product Manager, Product Data",$94K-$166K (Glassdoor est.),4,"piano.io
4.0","Philadelphia, PA",201 to 500 employees,Information Technology,$10 to $25 million (USD)
Senior Research Scientist,$94K-$166K (Glassdoor est.),3.2,"Spark Therapeutics
3.2","Philadelphia, PA",201 to 500 employees,Biotech & Pharmaceuticals,$10 to $25 million (USD)
Data Engineer II,$94K-$166K (Glassdoor est.),2.9,"Black Knight Inc
2.9","Philadelphia, PA",5001 to 10000 employees,Information Technology,Less than $1 million (USD)
Analytical Scientist II,$94K-$166K (Glassdoor est.),3.6,"Quotient Sciences
3.6","Boothwyn, PA",501 to 1000 employees,Biotech & Pharmaceuticals,$50 to $100 million (USD)
Data Engineer,$94K-$166K (Glassdoor est.),4.6,"Turnberry Solutions
4.6","Philadelphia, PA",501 to 1000 employees,Information Technology,Unknown / Non-Applicable
Data Analyst,$94K-$166K (Glassdoor est.),3.8,"Login Consulting Services, Inc
3.8","Allegheny West, PA",51 to 200 employees,Business Services,$5 to $10 million (USD)
Data Analyst,$94K-$166K (Glassdoor est.),4,"ORS Partners
4.0","Paoli, PA",51 to 200 employees,Business Services,$10 to $25 million (USD)
Data Curator,$94K-$166K (Glassdoor est.),4,"ORS Partners
4.0","Philadelphia, PA",51 to 200 employees,Business Services,$10 to $25 million (USD)
Data Analyst,$94K-$166K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","Philadelphia, PA",51 to 200 employees,Information Technology,$50 to $100 million (USD)
Environmental Scientist -- Part Time Entry Level,$94K-$166K (Glassdoor est.),3,"Stell
3.0","Philadelphia, PA",51 to 200 employees,,$10 to $25 million (USD)
Data Engineer,$94K-$166K (Glassdoor est.),4.6,"STEVENS CAPITAL MANAGEMENT LP
4.6","Radnor, PA",51 to 200 employees,Finance,Unknown / Non-Applicable
Data Analyst,$96K-$119K (Glassdoor est.),,Monkey Algorithms LLC,"New York, NY",,,
Data Analyst,$96K-$119K (Glassdoor est.),,Newspaper Administration,"New York, NY",,,
Data Analyst,$96K-$119K (Glassdoor est.),,NYU Langone Medical Center,"New York, NY",,,
Senior Data Scientist,$96K-$119K (Glassdoor est.),4,"ASB Resources
4.0","Newark, NJ",1 to 50 employees,Information Technology,$1 to $5 million (USD)
Permanent Job: People Analytics Data Scientist,$96K-$119K (Glassdoor est.),1,"Bey
1.0","New York, NY",1 to 50 employees,,$1 to $5 million (USD)
Data Analyst,$96K-$119K (Glassdoor est.),5,"EDO, Inc.
5.0","New York, NY",1 to 50 employees,Information Technology,Unknown / Non-Applicable
Data Engineer,$96K-$119K (Glassdoor est.),4.9,"Freestar
4.9","New York, NY",1 to 50 employees,Business Services,$25 to $50 million (USD)
